experience_level,job_title,salary_in_usd,remote_ratio,company_location,company_size,gender
Mid,Machine learning,50291.6,,United Kingdom,Unknown,Unknown
Senior,Machine learning,45000.0,,United States,Unknown,Unknown
Senior,Machine learning,45000.0,,India,Unknown,Unknown
Senior,Machine learning,45000.0,,Finland,Unknown,Unknown
Entry,Machine learning,30000.0,,Bulgaria,Unknown,Unknown
Senior,Machine learning,163000.0,,United States,Unknown,Unknown
Senior,Machine learning,45000.0,,United States,Unknown,Unknown
Senior,Machine learning,45000.0,,United Kingdom,Unknown,Unknown
Senior,Machine learning,196000.0,,United States,Unknown,Unknown
Senior,Machine learning,120000.0,,United States,Unknown,Unknown
Senior,Machine learning,63000.0,,United States,Unknown,Unknown
Senior,Machine learning,63000.0,,United States,Unknown,Unknown
Senior,Machine learning,45000.0,,United States,Unknown,Unknown
Senior,Machine learning,45000.0,,United States,Unknown,Unknown
Executive,Machine learning,43000.0,,United States,Unknown,Unknown
Senior,Machine learning,45000.0,,Canada,Unknown,Unknown
Mid,Machine learning,30000.0,,United Kingdom,Unknown,Unknown
Senior,Machine learning,68000.0,,United States,Unknown,Unknown
Mid,Machine learning,63000.0,,India,Unknown,Unknown
Senior,Machine learning,45000.0,,Canada,Unknown,Unknown
Senior,Machine learning,81000.0,,United States,Unknown,Unknown
Senior,Machine learning,45000.0,,Germany,Unknown,Unknown
Mid,Machine learning,43000.0,,United States,Unknown,Unknown
Senior,Machine learning,141000.0,,United States,Unknown,Unknown
Entry,Machine learning,30000.0,,United States,Unknown,Unknown
Senior,Machine learning,103000.0,,United States,Unknown,Unknown
Mid,Machine learning,63000.0,,Portugal,Unknown,Unknown
Mid,Machine learning,62000.0,,Japan,Unknown,Unknown
Senior,Machine learning,68000.0,,Spain,Unknown,Unknown
Senior,Machine learning,45000.0,,Canada Remote,Unknown,Unknown
Mid,Machine learning,43000.0,,United States,Unknown,Unknown
Senior,Machine learning,68000.0,,United States,Unknown,Unknown
Senior,Machine learning,45000.0,,Canada,Unknown,Unknown
Senior,Machine learning,63000.0,,United Kingdom,Unknown,Unknown
Mid,Machine learning,62000.0,,Japan,Unknown,Unknown
Senior,Machine learning,56000.0,,United States,Unknown,Unknown
Senior,Machine learning,68000.0,,United States,Unknown,Unknown
Senior,Machine learning,68000.0,,India,Unknown,Unknown
Senior,Machine learning,45000.0,,Ireland,Unknown,Unknown
Senior,Machine learning,68000.0,,Germany,Unknown,Unknown
Senior,Machine learning,76000.0,,United States,Unknown,Unknown
Mid,Machine learning,43000.0,,Philippines,Unknown,Unknown
Senior,Machine learning,76000.0,,United States,Unknown,Unknown
Mid,Machine learning,43000.0,,Canada,Unknown,Unknown
Senior,Machine learning,45000.0,,United Kingdom,Unknown,Unknown
Senior,Machine learning,142000.0,,United States,Unknown,Unknown
Executive,Machine learning,43000.0,,Singapore,Unknown,Unknown
Senior,Machine learning,228000.0,,Canada,Unknown,Unknown
Senior,Machine learning,45000.0,,India,Unknown,Unknown
Executive,Machine learning,175000.0,,United States,Unknown,Unknown
Mid,Machine learning,38000.0,,United States,Unknown,Unknown
Senior,Machine learning,56000.0,,United States,Unknown,Unknown
Senior,Machine learning,45000.0,,India,Unknown,Unknown
Senior,Machine learning,45000.0,,United States,Unknown,Unknown
Senior,Machine learning,68000.0,,South Korea,Unknown,Unknown
Entry,Machine learning,30000.0,,South Korea,Unknown,Unknown
Senior,Machine learning,45000.0,,United States,Unknown,Unknown
Senior,Machine learning,184000.0,,United States,Unknown,Unknown
Senior,Machine learning,45000.0,,India,Unknown,Unknown
Senior,Machine learning,45000.0,,United States,Unknown,Unknown
Mid,Machine learning,43000.0,,United States,Unknown,Unknown
Senior,Machine learning,45000.0,,South Korea,Unknown,Unknown
Senior,Machine learning,142000.0,,United States,Unknown,Unknown
Senior,Machine learning,45000.0,,United States,Unknown,Unknown
Senior,Machine learning,45000.0,,Germany,Unknown,Unknown
Entry,Machine learning,30000.0,,Belgium,Unknown,Unknown
Mid,Machine learning,43000.0,,United States,Unknown,Unknown
Senior,Machine learning,172000.0,,United States,Unknown,Unknown
Senior,Machine learning,56000.0,,United States,Unknown,Unknown
Senior,Machine learning,68000.0,,United States,Unknown,Unknown
Senior,Machine learning,56000.0,,United States,Unknown,Unknown
Senior,Machine learning,45000.0,,United Kingdom,Unknown,Unknown
Senior,Machine learning,45000.0,,United States,Unknown,Unknown
Senior,Machine learning,46000.0,,Thailand,Unknown,Unknown
Senior,Machine learning,45000.0,,Portugal,Unknown,Unknown
Mid,Machine learning,81723.85,,United Kingdom,Unknown,Unknown
Senior,Machine learning,115000.0,,United States,Unknown,Unknown
Senior,Machine learning,45000.0,,India,Unknown,Unknown
Senior,Machine learning,142000.0,,United States,Unknown,Unknown
Senior,Machine learning,76000.0,,India,Unknown,Unknown
Mid,Machine learning,43000.0,,Poland,Unknown,Unknown
Senior,Machine learning,46000.0,,Thailand,Unknown,Unknown
Mid,Machine learning,43000.0,,Poland,Unknown,Unknown
Senior,Machine learning,68000.0,,India,Unknown,Unknown
Senior,Machine learning,45000.0,,Poland,Unknown,Unknown
Senior,Machine learning,45000.0,,Poland,Unknown,Unknown
Senior,Machine learning,119000.0,,United States,Unknown,Unknown
Senior,Machine learning,147000.0,,United States,Unknown,Unknown
Senior,Machine learning,45000.0,,Switzerland,Unknown,Unknown
Senior,Machine learning,45000.0,,United States,Unknown,Unknown
Senior,Machine learning,68000.0,,United Arab Emirates,Unknown,Unknown
Senior,Machine learning,68000.0,,India,Unknown,Unknown
Senior,Machine learning,68000.0,,Czech Republic,Unknown,Unknown
Senior,Machine learning,68000.0,,United States,Unknown,Unknown
Mid,Machine learning,30000.0,,France,Unknown,Unknown
Senior,Machine learning,76000.0,,Denmark,Unknown,Unknown
Senior,Machine learning,45000.0,,United States,Unknown,Unknown
Mid,Machine learning,38000.0,,Vietnam,Unknown,Unknown
Entry,Machine learning,30000.0,,France,Unknown,Unknown
Senior,Machine learning,45000.0,,Poland,Unknown,Unknown
Senior,Machine learning,45000.0,,Europe,Unknown,Unknown
Senior,Machine learning,45000.0,,United States,Unknown,Unknown
Mid,Machine learning,43000.0,,Canada,Unknown,Unknown
Entry,Machine learning,30000.0,,Germany,Unknown,Unknown
Senior,Machine learning,45000.0,,Canada,Unknown,Unknown
Senior,Machine learning,45000.0,,United States,Unknown,Unknown
Mid,Machine learning,90000.0,,France,Unknown,Unknown
Mid,ML Ops,124000.0,,United States,Unknown,Unknown
Entry,ML Ops,35000.0,,United States,Unknown,Unknown
Senior,ML Ops,62000.0,,Germany,Unknown,Unknown
Mid,ML Ops,56000.0,,United Kingdom,Unknown,Unknown
Mid,ML Ops,43000.0,,United Kingdom,Unknown,Unknown
Mid,ML Ops,45000.0,,Mexico,Unknown,Unknown
Mid,ML Ops,45000.0,,Ecuador,Unknown,Unknown
Mid,ML Ops,45000.0,,Chile,Unknown,Unknown
Senior,ML Ops,68000.0,,United States,Unknown,Unknown
Entry,ML Ops,58000.0,,United States,Unknown,Unknown
Senior,ML Ops,45000.0,,Canada,Unknown,Unknown
Senior,ML Ops,141000.0,,United States,Unknown,Unknown
Senior,ML Ops,55000.0,,United States,Unknown,Unknown
Senior,ML Ops,228000.0,,Canada,Unknown,Unknown
Senior,ML Ops,115000.0,,United States,Unknown,Unknown
Senior,ML Ops,76000.0,,India,Unknown,Unknown
Senior,ML Ops,68000.0,,United States,Unknown,Unknown
